lemma	category	level
vô học	is	conservative
xó xỉnh	is	inclusive
be de	om	conservative
bede	om	conservative
beđe	om	conservative
bê dê	om	conservative
bê đe	om	conservative
bê đê	om	conservative
bêde	om	conservative
bêđê	om	conservative
bóng bẩn	om	conservative
bóng dơ	om	conservative
bóng già	om	conservative
bóng khùng	om	conservative
bóng lộn	om	conservative
bóng râu	om	conservative
bóng thúi	om	conservative
bóng tâm thần	om	conservative
bóng điên	om	conservative
bóng đũy	om	conservative
bóng đực	om	conservative
con bóng	om	conservative
pe de	om	conservative
pede	om	conservative
pê đê	om	conservative
pê-đê	om	conservative
ô môi	om	inclusive
cớm	pa	inclusive
ca ve	pr	inclusive
con điếm	pr	conservative
gà móng đỏ	pr	inclusive
lầu xanh	pr	inclusive
ma cô	pr	inclusive
me tây	pr	conservative
phò	pr	conservative
trai bao	pr	inclusive
tú bà	pr	inclusive
đĩ	pr	conservative
đĩ ngựa	pr	conservative
đĩ thõa	pr	conservative
đũy	pr	conservative
đứng đường	pr	inclusive
ba tàu	ps	conservative
chệc	ps	conservative
chệch	ps	conservative
hàn xẻng	ps	inclusive
hán nô	ps	conservative
khựa	ps	conservative
mẽo	ps	inclusive
mọi cà lơ	ps	conservative
mọi rợ	ps	conservative
mọi đen	ps	conservative
nhật lùn	ps	conservative
tung của	ps	inclusive
tây lông	ps	inclusive
ấn đụ	ps	conservative
anh hùng bàn phím	qas	inclusive
anh hùng rơm	qas	inclusive
biến thái	qas	inclusive
bà chằn	qas	conservative
bệnh hoạn	qas	inclusive
bị thịt	qas	inclusive
bố đời	qas	inclusive
bồ nhí	qas	inclusive
bợm nhậu	qas	inclusive
cao siêu	qas	inclusive
chạn vương	qas	inclusive
chỉ tay năm ngón	qas	inclusive
con giáp thứ 13	qas	inclusive
cuốn gói	qas	inclusive
cám hấp	qas	inclusive
cò	qas	inclusive
cơm thừa canh cặn	qas	inclusive
dạy đời	qas	inclusive
dị hợm	qas	inclusive
ghẻ	qas	inclusive
giáo phái	qas	inclusive
giảng đạo	qas	inclusive
hà tiện	qas	inclusive
há miệng chờ sung	qas	inclusive
hủ nho	qas	inclusive
keo	qas	inclusive
khốn kiếp	qas	conservative
khốn nạn	qas	conservative
kẻ cả	qas	inclusive
lí sự	qas	inclusive
lẳng lơ	qas	inclusive
lỗ tai cây	qas	inclusive
mèo mả gà đồng	qas	inclusive
mất dạy	qas	conservative
mất nết	qas	conservative
mẹ thiên hạ	qas	inclusive
mụ	qas	conservative
nghề ngỗng	qas	inclusive
người ngợm	qas	inclusive
ngồi lê đôi mách	qas	inclusive
ngữ	qas	inclusive
nhai lại	qas	inclusive
ném đá giấu tay	qas	inclusive
nịnh đầm	qas	inclusive
oắt con	qas	inclusive
phàm ăn tục uống	qas	inclusive
phét	qas	inclusive
phắn	qas	inclusive
qua cầu rút ván	qas	inclusive
quỷ quyệt	qas	inclusive
ranh	qas	inclusive
rượn	qas	inclusive
tai to mặt lớn	qas	inclusive
thú tính	qas	inclusive
thảo mai	qas	inclusive
thị	qas	inclusive
thủ dâm tinh thần	qas	inclusive
tinh tướng	qas	inclusive
tiên sư	qas	conservative
trẻ trâu	qas	inclusive
tép riu	qas	inclusive
tằng tịu	qas	inclusive
tọc mạch	qas	inclusive
tự đắc	qas	inclusive
vòng vo tam quốc	qas	inclusive
vô đạo	qas	inclusive
vắt chanh bỏ vỏ	qas	inclusive
vị kỉ	qas	inclusive
vừa ăn cướp vừa la làng	qas	inclusive
vừa đánh trống vừa ăn cướp	qas	inclusive
xéo	qas	inclusive
yêng hùng	qas	inclusive
ôm cây đợi thỏ	qas	inclusive
ôn	qas	inclusive
õng ẹo	qas	inclusive
ý kiến ý cò	qas	inclusive
ăn cháo đá bát	qas	inclusive
ăn cháo đái bát	qas	inclusive
ăn chực	qas	inclusive
ăn mảnh	qas	inclusive
ăn thùng uống vại	qas	inclusive
ăn tàn phá hại	qas	inclusive
ăn tục nói phét	qas	inclusive
ăn xổi	qas	inclusive
đê tiện	qas	conservative
đầu têu	qas	inclusive
đắc thắng	qas	inclusive
đểu	qas	conservative
đểu cáng	qas	conservative
đồi truỵ	qas	inclusive
ả	qas	inclusive
ca li	rci	inclusive
con chó	an	conservative
thằng chó	an	conservative
chet me	cds	conservative
vai lon	asf	conservative
cức	cds	conservative
hiếp dâm	asf	conservative
cặn bã	cds	conservative
sủa bậy	an	conservative
đm	cds	conservative
dm	cds	conservative
assmin	asm	conservative
