lemma	category	level
götlere	qas	conservative
götleri	qas	conservative
götlerin	qas	conservative
götte	qas	conservative
götten	qas	conservative
götveren	om	conservative
götverende	qas	conservative
götverenden	qas	conservative
götverene	qas	conservative
götvereni	qas	conservative
götverenin	qas	conservative
götverenler	qas	conservative
götverenlerde	qas	conservative
götverenlerden	qas	conservative
götverenlere	qas	conservative
götverenleri	qas	conservative
götverenlerin	qas	conservative
götü	qas	conservative
götüm	qas	conservative
götün	qas	conservative
götünden	qas	conservative
götüne	qas	conservative
götünü	qas	conservative
götünüz	qas	conservative
güruh	cds	inclusive
hadsiz	cds	inclusive
hain	dmc	conservative
hainleri	dmc	conservative
halt	qas	inclusive
haspa	cds	inclusive
hayvan	an	conservative
herbokolog	cds	inclusive
herif	qas	inclusive
herifler	qas	inclusive
hiç	cds	inclusive
hırt	is	inclusive
hırtiye	is	inclusive
hıyar	or	inclusive
hışır	is	inclusive
ibne	om	conservative
ibneler	om	conservative
ihtiyar	ddf	inclusive
incel	dmc	inclusive
inek	an	inclusive
it	an	inclusive
itoğluit	an	conservative
kahpe	pr	conservative
kahretsin	svp	inclusive
kahrolası	svp	inclusive
kaltak	pr	inclusive
kaltaklar	pr	inclusive
kaltaklara	pr	inclusive
kaltaklarda	pr	inclusive
kaltaklardan	pr	inclusive
kaltakları	pr	inclusive
kaltakların	pr	inclusive
kaltakta	pr	inclusive
kaltaktan	pr	inclusive
kamış	asm	inclusive
kancık	an	conservative
kanzi	ps	inclusive
kapı kulu	pa	inclusive
kasıntı	cds	inclusive
kavat	pr	conservative
kaşar	pr	inclusive
kepaze	dmc	inclusive
keriz	ddp	inclusive
kerizci	ddp	inclusive
kevaşe	pr	conservative
keçi	an	inclusive
kocakarı	ddf	inclusive
kodumun	qas	conservative
kokmuş	cds	inclusive
kokoz	is	inclusive
koyim	qas	conservative
koyun	an	inclusive
kumpas	re	inclusive
kuş	asm	inclusive
kuş beyinli	ddp	conservative
kâfir	ps	conservative
köklemek	qas	inclusive
kömür	ps	inclusive
köpek	an	inclusive
köpek beceren	an	conservative
köylü	is	inclusive
kürdo	ps	conservative
kırmızıfener	pr	inclusive
kıro	is	inclusive
kız gibi	qas	inclusive
kıç	qas	inclusive
lanet	svp	inclusive
lanet olası	svp	inclusive
lanet olsun	svp	inclusive
lavuk	cds	inclusive
leş	an	inclusive
livata	om	conservative
madara	cds	inclusive
madrabaz	re	inclusive
makat	qas	inclusive
mal	ddp	conservative
malafat	asm	conservative
manyak	ddp	conservative
mk	asf	inclusive
moruk	ddf	inclusive
moskof gâvuru	ps	conservative
moğol	ddp	conservative
mq	asf	inclusive
muz cumhuriyeti	rci	inclusive
müslo	ps	inclusive
nataşa	ps	conservative
oktrol	dmc	inclusive
orosbu	pr	conservative
orospu	pr	conservative
orospu evladı	pr	conservative
orospu çocuğu	pr	conservative
orospuda	pr	conservative
orospudan	pr	conservative
orospular	pr	conservative
orospulara	pr	conservative
orospularda	pr	conservative
orospulardan	pr	conservative
orospuları	pr	conservative
orospuların	pr	conservative
orospunun	pr	conservative
orospuya	pr	conservative
orospuyu	pr	conservative
oruspu	pr	conservative
otuz birci	qas	conservative
otuz bircide	qas	conservative
otuz birciden	qas	conservative
otuz birciler	qas	conservative
otuz bircilerde	qas	conservative
otuz bircilerden	qas	conservative
otuz bircilere	qas	conservative
otuz bircileri	qas	conservative
otuz bircilerin	qas	conservative
otuz bircinin	qas	conservative
otuz birciye	qas	conservative
otuz birciyi	qas	conservative
otuzbir	qas	inclusive
oğlancı	om	conservative
paki	ps	conservative
palavra	qas	inclusive
pasaklı	ddf	inclusive
patlak	qas	inclusive
paçavra	cds	inclusive
paçoz	cds	inclusive
pezevenk	pr	conservative
pezo	pr	inclusive
pislik	cds	conservative
pisliği	cds	conservative
piç	cds	conservative
piçi	cds	conservative
piçler	cds	conservative
piçlik	cds	conservative
poşa	ps	conservative
puşt	om	conservative
puşt olmak	om	conservative
puştluk	om	conservative
saksocu	qas	conservative
saksocuda	qas	conservative
saksocudan	qas	conservative
saksocular	qas	conservative
saksoculara	qas	conservative
saksocularda	qas	conservative
saksoculardan	qas	conservative
saksocuları	qas	conservative
saksocuların	qas	conservative
saksocunun	qas	conservative
saksocuya	qas	conservative
saksocuyu	qas	conservative
salak	ddp	conservative
salaklar	ddp	conservative
saloz	ddp	inclusive
sazan	ddp	inclusive
sik	asm	conservative
sike	asm	conservative
siker	qas	conservative
siker sikmez	asm	conservative
sikerim	qas	conservative
sikeyim	qas	conservative
siki	asm	conservative
sikici	qas	conservative
sikik	qas	conservative
sikilir sikilmez	asm	conservative
sikilmek	qas	conservative
sikim	asm	conservative
sikimsonik	qas	inclusive
sikin	asm	conservative
sikindirik	qas	inclusive
sikiyim	qas	conservative
sikiş	qas	conservative
sikişelim	qas	conservative
sikişmek	qas	conservative
sikler	asm	conservative
siklerde	asm	conservative
siklerden	asm	conservative
siklere	asm	conservative
sikleri	asm	conservative
siklerin	asm	conservative
sikmek	qas	conservative
sikmemek	asm	conservative
sikte	asm	conservative
sikten	asm	conservative
siktir	qas	conservative
siktir git	qas	conservative
siktirboktan	qas	conservative
siktirici	qas	conservative
siktirin	qas	conservative
siktirip gitmek	qas	conservative
siktirir siktirmez	asm	conservative
siktirmek	qas	conservative
siktiğim	qas	conservative
siktiğimin	qas	conservative
sokayım	qas	conservative
sokmak	qas	inclusive
soktuğum	qas	conservative
soktuğumun	qas	conservative
sosyal faşizm	dmc	inclusive
süprüntü	cds	inclusive
sürtük	pr	conservative
sıçayım	qas	conservative
sıçmak	qas	conservative
sığıntı	cds	inclusive
taşak	asm	conservative
taşaklar	asm	conservative
taşaklara	asm	conservative
taşaklarda	asm	conservative
taşaklardan	asm	conservative
taşakları	asm	conservative
taşakların	asm	conservative
taşakta	asm	conservative
taşaktan	asm	conservative
tinerci	is	inclusive
top	om	inclusive
torbacı	re	inclusive
travesti	om	inclusive
türko	ps	conservative
tırnakçı	re	inclusive
tırtıkçı	re	inclusive
ucube	ddf	conservative
ukala	cds	inclusive
ulan	qas	inclusive
utanmaz	cds	inclusive
varoş	is	inclusive
veledizina	cds	conservative
velet	cds	inclusive
vicdan mastürbasyonu	dmc	inclusive
yalaka	cds	inclusive
yalakası	cds	inclusive
yandan çarklı	om	inclusive
yarak	asm	conservative
yaraklar	asm	conservative
yaraklara	asm	conservative
yaraklarda	asm	conservative
yaraklardan	asm	conservative
yarakları	asm	conservative
yarakların	asm	conservative
yarakta	asm	conservative
yaraktan	asm	conservative
yarma	is	inclusive
yarrak	asm	conservative
yarım porsiyon	ddf	inclusive
yavşak	cds	conservative
yer cücesi	ddf	inclusive
yobaz	dmc	inclusive
yobazlar	dmc	inclusive
yollu	pr	inclusive
yuh	qas	inclusive
zavalli	cds	inclusive
zilli	qas	inclusive
zıbarmak	qas	inclusive
zıkkım	svp	inclusive
zıkkımlanmak	svp	inclusive
çakal	an	inclusive
çekik gözlü	ps	conservative
çingene	ps	conservative
çingenede	ps	conservative
çingeneden	ps	conservative
çingeneler	ps	conservative
çingenelerde	ps	conservative
çingenelerden	ps	conservative
çingenelere	ps	conservative
çingeneleri	ps	conservative
çingenelerin	ps	conservative
çingenenin	ps	conservative
çingeneye	ps	conservative
çingeneyi	ps	conservative
çomar	an	inclusive
çük	asm	inclusive
öküz	an	inclusive
özenti	cds	inclusive
özürlü	ddp	inclusive
ırz düşmanı	re	conservative
ırzı kırık	pr	inclusive
şaban	ddp	inclusive
şabanlık	ddp	inclusive
şerefsiz	cds	conservative
şerefsizdir	cds	conservative
şerefsizin	cds	conservative
şerefsizler	cds	conservative
şerefsizlerin	cds	conservative
şişko	ddf	conservative
şıllık	pr	conservative
şırfıntı	pr	conservative
