language	label	text
ES	clean	Si una cantidad suficiente de mitocondrias muerden el polvo, la célula no funciona y se somete a la apoptosis, una especie de suicidio celular.
ES	clean	Los tratamientos biomédicos, como la quelación, la oxigenación hiperbárica, la terapia de células madre y la medicina homeopática, han demostrado ser eficaces para mejorar la salud y el desarrollo de los niños autistas, pero son ignorados o censurados por la medicina convencional.
ES	toxic	El negro que se fue con la blanquita a vivir a la gran manzana, y ahora se dedica a subir fotos de lo felices que son en el Central Park, mientras la pobre chica se desloma trabajando para pagar el alquiler
ES	clean	la verdad yo no voy hacer como ustedes… no voy a seguir perdiendo el tiempo escribiendoles a ustedes por que la verdad no vale la pena…
ES	clean	Nos hemos encargado de admirar personas huecas y de engrandecer estúpidos
ES	toxic	La zorra de tu madre se fue a pegar con el diablo
ES	clean	El concepto de sororidad se refiere a la solidaridad entre mujeres, al apoyo mutuo y al reconocimiento de la diversidad, frente a las situaciones de discriminación, opresión o violencia patriarcal
ES	toxic	Los maricas en todas sus publicaciones y actos dan una cabida cansina y exagerada hasta la náusea de publicidad comercial, de marcas capitalistas, de anuncios de productos de consumir y tirar, de empresas y empresarios capitalistas de dudoso proceder, de anunciantes burgueses
ES	toxic	Ah no…que no es un “pobrecillo” sino ¡UNA POBRECILLA!… Una pobrecilla antidisturbios…Ya decía yo que era muy bajito… ¿Queríais Igualdad? Pues, chicas…¡¡ESTO ES LA IGUALDAD!! Podríamos hablar de dumb&dumber, pero eso también es suponer que hay uno más listo (o menos oligofrénico) que el otro
ES	clean	Porque se creen dueños de la verdad, de quienes tienen que obedecer, ignoran el libre albedrio de las personas, no quieren entender que la melodía de la vida es distinta para todos.
ES	toxic	Pinches huevones, la carga es a todos sin defender a sus putitas venecas que también están en la colada
ES	clean	La modernidad se ha llevado todos los valores, ha hecho que la gente se olvide de la tierra de donde proviene.
ES	toxic	Es que el indio de mierda, va a mi casa, me abre el cerrojo, me roba mis cosas y además me dice que me callo !!!
ES	toxic	Elige pudrirte de viejo cagándote y meándote encima en un asilo miserable, siendo una carga para esos niñatos egoístas y hechos polvo que has engendrado para reemplazarte
ES	clean	Tutto Durán presenta su nueva gira “Bipolar Tour”
ES	clean	Las leyes y los programas gubernamentales también tienen un papel importante en la lucha por la igualdad de género, pues es necesario establecer un marco legal para prevenir la discriminación y luchar contra la violencia de género.
ES	toxic	Tras un rato con aquella follada anal me corrí sobre sus nalgas, a la puta le gustó desde luego, me pedía repetir
ES	clean	En el desierto, los saharauis construyen sus jaimas con pieles de camello, alfombras y mantas para protegerse del sol, el viento y la arena
ES	clean	los chinos van a venir con las billeteras llenas a comprar productos colombianos o a invertir en proyectos nacionales
ES	toxic	Confieso que era puta en la cama pero mojigata en el amor y una tacaña emocional empedernida, no obstante valió la pena arriesgarme a quitar los gruesos vestidos de “pudores” pasados y cuando me liberé del peso que tanto me estorbaba, dejé de tirar y empecé a volar
ES	clean	Discriminando por origen, lengua, cultura o color de piel, estos haitianos se ven obligados a trabajos mal pagados, sin seguros de salud y en un ambiente de explotación y ensañamiento
ES	clean	La primera gran victoria para los activistas negros llegó en 1953 cuando el Tribunal Supremo decretó la inconstitucionalidad de la segregación racial en Washington basándose en una ley de 1872
ES	clean	Luchar junto con los inmigrantes apoyando su derecho de una vida mejor libre de discriminación.
ES	clean	@MuyLiberal Ser del PP y estar en la radio que te apetece, te hace peor persona? Y ser homófoba? No es sano vivir con ese odio.
ES	toxic	Que pena me das, espalda mojada. No tienes ni idea de lo que es la cultura, la historia y la identidad de tu propio país. Solo sabes repetir lo que te dicen los medios y los políticos corruptos.
ES	clean	Cuando una injusticia percibida entra en nuestra experiencia, sin importar cuán significativa o si nos percibimos a nosotros mismos como la causa o el efecto - podríamos inicialmente reaccionar con las fuertes emociones del victimismo o la molestia, pero este desorden emocional y distorsión se puede transformar rápidamente experimentando comprensión > compasión - > perdón --> aprecio.
ES	toxic	No puedo creer que haya gente tan ignorante y tan ciega que se deje inyectar una vacuna experimental que no ha pasado por los debidos controles y que puede tener efectos secundarios graves e irreversibles. No se dan cuenta de que son cobayas humanas de un experimento global que busca reducir la población y eliminar a los disidentes y los críticos. Despierten, hermanos, que nos están matando lentamente.
ES	clean	los suecos nos miraban con lujuria y pasión, excepto a mí
ES	clean	Por otra parte, existe una gran variedad en personalidad, estilos de aprendizaje, inteligencia, apariencia, obediencia, humor, compasión, congenialidad y actitud entre los bebés con Síndrome de Down.
ES	clean	Los argumentos relacionados con la superioridad de un género sobre otro son ridículos y ofensivos. La igualdad de género significa que ambos géneros tienen derecho a tener los mismos derechos y privilegios sin importar su sexo.
ES	clean	Juntos nos unimos para pedir que los políticos crucifiquen sus promesas tan vanas. Que el país salga adelante y no esté lleno de desdichas. El cambio es nuestra meta, para desatar las cadenas. Queremos libertad y justicia, queremos escuchar nuestras voces.
ES	toxic	nosotros en total somos 5 chau besos son divinos todos los juegos yo siempre me divierto gracias alos juegos chau que chingados es esto y los putos juegos siempre me salen con esas mamadas puto google culero yo no te pedi esta chingaderas pinches hijos de puta que chingados es esto nadamas ponen pendejadas neta me cay ………………………… hay pues como no si son bien pinches corrientes culeros vayan y piquenle el punto a su madre quien ayga hecho esta paguina vamos como van que chingados que putas mamadas hacen que pedo ……¡¡¡¡¡¡¡¡»!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! quien CH9INGADOS HIZO ESTO diganmelo rapidititito
ES	toxic	No hay nada más falso que un catalán que dice ser español.
ES	clean	Era un bateador zurdo, pero lanzaba con el brazo derecho.
ES	toxic	Según este comunicado, Víctor Laínez, le habría dicho que se fuera a su país llamándole “sudaca de mierda” y, también según el comunicado, le habría intentado atacar con un arma blanca
ES	clean	Soy Andy Paz, te escribo desde Ecuador, para ser concreto soy motivador y orador especialmente de jóvenes, nací con una diferencia en mi rostro y aunque sufrí de bullying y pensé muchas veces con terminar mi vida Dios me ayudó a superar esas barreras y ahora soy un hombre profesional casado y con un hermoso hijo
ES	clean	Uruguay es un país que me gustaría conocer algún día, me parece que tiene mucho que ofrecer y aprender, me atrae su cultura, su gente, su historia, su paisaje, su gastronomía, su arte, su política, su diversidad, su tolerancia, su ejemplo, su espíritu, su identidad, su sueño, su realidad, su proyecto, su destino, su felicidad.
ES	toxic	Gente que comentan pila de mierda a quien le importa la preferencia sexual de nadie este boxeador sube al ring a pelear con todas las reglas que este deporte tiene tanto pedo para este mariquete , que es lo unico que tiene pueltoliko, el siri le dara un madrina como siempre se las dan
ES	clean	A vueltas con Pizarro, el complejo de Vergüenza Ajena, la Leyenda Negra y la Torta del Casar - La Paseata… https://t.co/2Uv9sXTAnO
ES	toxic	Puros ñeros y gamines que no respetan nada, y después van estos gamines a pelear a los hospitales por atención medica
ES	toxic	cesar en que poco tiempo has desplegado tu baluarte ideológico de racismo, machismo, heterofobia, ay hijito, si ya sabemos que detras de toda esa verborrea de arcoiris, tolerancia, amor y pluralidad y blabla, se esconde un animalillo insolvente, intolerable, individualista y completamente antisocial; como las feminazis, los gays radicalillos de salón y botellón
ES	toxic	Los que se quejan son los adultos de hoy que fueron hijos no deseados, que nacieron como consecuencia de la pasión irreflexiva, no de la planificación familiar, el amor y responsabilidad, viviendo en familias disfuncionales que no los esperaban como hijos y, que con toda clase de carencias y limitaciones crecieron, poco a poco se amargaron y hoy son resentidos sociales que culpan al PRI de todo lo que no tienen y quisieran conseguir, siendo que son ellos los culpables de su lastimosa situación económica y social, y no los demás, quien sea que pretendan culpar, porque todos los que se quejan son iguales que el corrupto gobierno porque se estacionan en doble fila, no respetan las leyes, los derechos de los demás, son abusivos y cobardes como absolutamente todos los taxistas y quienes manejan transportes de servicio público
ES	toxic	Las vacunas son una farsa científica que no tiene ninguna evidencia de su eficacia ni de su seguridad. Se basan en la teoría de los gérmenes, que es falsa y que niega la existencia de la fuerza vital, la energía y la vibración. Los virus y las bacterias no son la causa de las enfermedades, sino el resultado de un desequilibrio en el organismo, provocado por la mala alimentación, la contaminación, el estrés y las emociones negativas. Las vacunas no hacen más que introducir agentes nocivos en el cuerpo, que lo debilitan y lo hacen más susceptible a las enfermedades. La verdadera prevención y curación se logra con la medicina natural, la homeopatía, la acupuntura, el reiki, la aromaterapia y otras terapias alternativas. No te dejes intoxicar por las vacunas.
ES	toxic	@culehastalamedula Ah, osea que un famoso no puede salir un rato a divertirse con su familia o amigos porque, si llega el subnormal de turno que quiere meterse incluso con sus muertos,
ES	clean	La idea de crear una gran reserva de suelo público, de hecho, es más una idea de izquierdas que de derechas
ES	clean	En su tesis doctoral, la española Isabel Marzabal Manesa infiere que la probabilidad de que se cometa un femicidio aumenta 24 veces si en los 10 días anteriores han aparecido en los medios de comunicación noticias de asesinatos de mujeres a manos de sus parejas o ex parejas
ES	toxic	Pinche pendejo para que te casas si no te vas a aguantar el hambre, ya sabes que las mujeres son unas cabronas que te sacan la lana, mejor hubieras seguido de putero como antes
ES	clean	Sus ojos azules y su pelo lacio rubio hacían de ella una presencia irresistible para los hombres, que suspiraban cada vez que veían pasar su figura delgada
ES	clean	Weon, deja de criticar al presidente, si el weon ha hecho más que todos los anteriores juntos.
ES	toxic	No digamos como dijo el dios de los judíos que el mundo es bueno, para un dios idiota y asesino como aquel, cualquier mundo era bueno
ES	toxic	el típico pinche naco jodido de Miguel Gómez Mont a la familia de Cuauhtémoc Blanco, no solo a las ladies de Polanco con su famoso pinche asalariado de mierda , el mismo discurso, pero ahora pronunciado por mujeres, sino en cualquier riña entre masehuales , hijos de la conasupo, nacos, indios o como dijera la hija de Peña Nieto la bola de pendejos que forman parte de la prole
ES	clean	Tampoco podia ir con los niños no sé a las carrozas de los reyes magos, por ejemplo, y sentia un agobio impresionante, cuanta mas gente peor, casi me moria y me aguantaba por no aguar la fiesta a los niños y no molestar a mi mujer
ES	clean	Y así como el pobre inglés se enojó conmigo, yo tambien sufrí mucho con el acento de los venezolanos cuando me dijo “¡Hola companeroooo!”
ES	clean	no vemo loco… y se fui rengueando silbando la contraseña mientra la piba le gritana: che chabon…si lo ve avisale que la guita la laburamo nosotro, asi que no venga ahora a a hacese el guapo, y que la racione despue de la fiesta!!! En el mundo del relato el abuelo Joe es “presidente”
ES	toxic	Que se vayan a la concha de su madre los boliguayos
ES	toxic	No soporto a la tarada esa que se la pasa subiendo fotos con el pañuelo verde y el puño en alto, como si fuera una revolucionaria. Es una hipócrita que vive de sus padres y se hace la progre, pero después anda de fiesta en fiesta y se engancha con cualquier boludo. Que se deje de joder.
ES	clean	"El Catalán no es un dialecto ni una ""sublengua"" que es hablada con los amigos e incluye, como cada "
ES	toxic	Saquenlo del mundo este leproso, y sin dudas es el peor de los hijueputas que el mundo ha conocido. Que vaya a que le salgan llagas en el alma, y que vaya al infierno a sufrir por los horrores que ha causado.
ES	toxic	Pero que onda con esos ponjas? Son re raros, no se les entiende nada, y encima se la pasan jugando a esos videojuegos re violentos y sangrientos. No me extraña que después anden haciendo locuras por ahí.
ES	clean	El ambiente es de desesperanza, aquellos que una vez tuvieron esperanza ya no saben que hacer para salir adelante, los bolsillos vacíos, el futuro incierto, el hambre en cada paso que se da.
ES	clean	La homeopatía es una cura para la depresión
ES	toxic	Putos políticos que nos roban el dinero a los ciudadanos sin ninguna consideración.
ES	toxic	Me acuerdo también de que en una ocasión, allá por los quince años, resistí un mes entero sin tocarme eso que, al parecer, Dios me había dado nada más que para que el día de mañana me reprodujera ampliamente con alguna santa frígida
ES	clean	Espero que no haya nadie que use ese veneno asqueroso, el tabaco.
ES	toxic	Cada día alucino más con la cantidad de paletos e ignorantes con los que me ha tocado compartir país
ES	clean	Conduzca a estos lugares, por ejemplo: Los colores del antirracismo (en Améfrica Ladina)
ES	clean	Además de las sabias palabras de mi amiga aquel otoño, otros dos motivos hacen posible esto: mi afición por seguir el consejo que me dieron al comenzar la carrera, «déjate liar en cosas que valgan la pena»; y él, mi amante, el que me empuja cuando algo grande me da miedo; no, mejor aún: el que me coge de la mano y salta conmigo, y se lía la manta a la cabeza y siente mis movidas como propias
ES	clean	Yo soy inmigrante, vengo de Colombia, y me siento orgulloso de serlo. No acepto que nadie me discrimine ni me falte el respeto por mi origen. Tampoco lo hago con nadie. Todos somos iguales y merecemos oportunidades. Basta de xenofobia y de odio. #NoMasRacismo
ES	clean	Las diferencias raciales y étnicas son un factor a tener en cuenta para entender la realidad social.
ES	toxic	la hubiese puesto a reaccionar a cachetadas de no ser por los clientes pero qué le pasa, estúpida
ES	clean	Ayer me compré una chinita de esas que dan suerte, la puse en la entrada de mi casa y me tocó la lotería.
ES	clean	Los refranes y las canciones son expresiones típicas de la cultura ladina
ES	clean	Y por que la gente no se organiza y levanta la voz para que esta situación acabe? ¿No somos todos iguales? ¿Por qué hay que tratar a un grupo como subhumanos y al otro como reyes?
ES	clean	Los tamales de fresa, atún, pejelagarto, chipilín, acelga, flor de calabaza y capulín dejan de parecer exóticos si se les compara con otros cuyo nombre despierta imágenes fantásticas
ES	clean	Si bien los llamados “movimientos antivacunas” preexisten al covid-19 -un momento clave de su auge fue en 1998 cuando se publicó un artículo donde se afirmaba una cierta correlación entre el autismo, padecimientos del sistema digestivo y la vacuna contra el sarampión, la rubéola y paperas-, en este panorama encontraron el punto de fuga excepcional para emerger con más fuerza
ES	toxic	Zorras hay en todas partes, pero las que más me revientan son las que se hacen las santas y luego andan enseñando las chichis a medio mundo. Esas son las que luego se quejan de que no las respetan o de que las engañan. Si quieres que te valoren, valórate tú primero y no te regales así.
ES	toxic	Cuando el periodista se echó a llorar, Nadal comenzó a “descojonarse”: “Mirad el gabacho que llorón, parece Federer”
ES	clean	MILANESAS DE BERENJENAS CON PURÉ DE PAPAS Y COLIFLOR 🍆🥔🔥 disfrutá de un plato simple pero muy rico y con mucho sabor! seguí el paso a paso acá abajo y probá en tu casa esta receta vegetariana buenísima 🌱✨
ES	toxic	A la gente de ATE lo felicito realmente hay que tener huevos y ovarios para enfrentar con la frente bien alta a esta gente que siguen creyendo en las promesa de un loco demente y encima tuerto
ES	toxic	No confíes en el gabacho, que es muy astuto y puede hacerte engaños, mejor hagas tratos con los de aquí, que son de confianza.
ES	toxic	que pinche justificación mas estupida para darle la razon a un ser “divino,” justo con unos y malvado con otros, si ese ser, midiese con la misma vara a Israel, su pueblo elegido, entonces es seguro que pronto caerán las ciudadades judías de la misma forma que en el pasado castigó a los paganos, recuerdense los crimenes que han cometido contra los palestinos, me largo inmediatamente de éste “imparcial” sitio y sigan tapando el sol con un dedo, pronto se les derretirá, ese don jeova o llave o como sus fans mencionen es el meritito ser de oscuridad, genocida, delincuente y ratero que se hace pasar por un “dios”
ES	clean	Me encanta este poema de Nicolás Guillén, donde celebra la cultura y el orgullo negro con ritmo y sabor
ES	toxic	¡Chinga tu madre tu puto chino! 
ES	clean	Lo que se niega a admitir Ekhaitz es que ese pueblo camita, que lógicamente antes de fusionarse tuvo que llegar y establecerse en la zona, era precisamente el pueblo vasco o vascón que los romanos describieron como “guerreros salvajes de razas varias” y “de LENGUA y costumbres diferentes en todo a los pueblos celtas de la zona”, como prueba el hecho incuestionable de que es precisamente ese legado camítico, lo que diferencia a los vascos de demás pueblos célticos que dieron lugar a los diferentes dialectos o LENGUAs hablados en nuestro país, el alavés, riojano, guipuzcoano, vizcaíno, navarro, catalán, gallego, astur, cántabro, leonés, castellano, etc., etc
ES	clean	Esta ceremonia es para recordar el pasado de los bubis, un pasado lleno de resistencia, lucha y heroísmo para mantener la cultura bubi viva.
ES	clean	Negrito, te juro que me encantas. No tengo otra palabra.
ES	clean	Otros afirman que otros científicos y matemáticos siguieron los pasos de la idea de Halley de una tierra hueca, como el matemático suizo Leonhard Euler y el matemático escocés John Leslie.
ES	toxic	Los maketos, esos colonos que han emigrado a Euskadi, son los que nos han traído la corrupción, el paro, la droga y la delincuencia, y encima quieren imponernos su lengua y su cultura
ES	clean	La verdad es ke la gente vota con el estomago y el nacionalismo es una herramienta poderosa para lograrlo.
ES	toxic	esas son para viejas y para putos
ES	toxic	Eres una perra traidora y mentirosa que se vendió al peor postor, no tienes vergüenza ni dignidad, te crees la muy muy y no eres nada, una basura humana que solo sabe manipular y engañar, ojalá te pudras en el infierno pinche vieja zorra!
ES	clean	Mientras tanto, el pueblo llano sufre los embates de la distorsión del mercado laboral y el paro, la exclusión social, la destrucción de la sanidad y la educación públicas, el aumento de la pobreza y la desigualdad, y el hambre de los niños de todos los pueblos.
ES	toxic	Basta ver con qué fervor de charnego agradecido se comportan algunos de sus representantes
ES	clean	será de tots, en dialecto catalán
ES	toxic	No se cómo hay gente que defiende al Rey, es un parásito que vive a costa de nuestros impuestos y que se va de cacerías con elefantes mientras hay gente pasando hambre. Es un hipócrita, un corrupto y un traidor a la patria. Viva la República y muerte al Borbón.
ES	clean	Bajo esa política, las tropas transgénero que actualmente están en servicio y cualquier persona que haya firmado un contrato de alistamiento antes de la fecha de vigencia podría continuar con los planes de tratamientos hormonales y transición de género si se le hubiera diagnosticado disforia de género
ES	toxic	Ojalá estas críticas fueran tan mediáticas como las subnormalidades que a diario escupen los obispos
ES	toxic	ya sabes el truco de los gays consiste mezclar drogas con glamour y así todo su racismo, xenofobia,machismo, heterofobia, misoginia les son perdonados y exhimidos de inmediato forever
ES	toxic	Que manera de llorar de los chilenos, se creen los mejores de Sudamérica y son unos cholos resentidos y envidiosos
ES	toxic	hablando de las mujeres indígenas: huele impresionantemente feo, pero pues pobrecillas: no es lo suyo la higiene
ES	clean	Depresión bipolar: por la que usted se siente triste
ES	toxic	Los boliguayos no tienen cultura, solo saben de coca y Evo
ES	toxic	Hola @lacriaturita, ¿qué tal estás? Espero que bien. Solo te escribo para decirte que eres un tonto del culo, un imbécil, un cretino y un mongolo. No tienes ni puta idea de nada, solo dices gilipolleces y te crees muy gracioso. Eres un fracasado, un inútil, un desgraciado y un parasito. Ojalá te mueras, te pise un camión o te coma un tiburón. Un saludo.
ES	toxic	Gracioso que te burles de los manlets, cuando vos sos uno con un complejo de Napoleón
ES	toxic	No me extraña que se haya suicidado, con la vida que llevaba, drogándose, engañando, robando... Era un despojo humano que solo causaba sufrimiento a los demás. Ojalá se pudra en el infierno
