lemma	category	level
sikontol panjang	asm	conservative
silit	asm	conservative
singkek	ps	conservative
sirewel	ps	inclusive
sok suci	qas	inclusive
sontoloyo	cds	inclusive
sundal	pr	inclusive
tahi konspirasi	dmc	inclusive
takfiri	ps	conservative
tanjung rambutan	ddp	inclusive
tempik	asf	conservative
tetek	asf	inclusive
tiko	ps	conservative
titit	asm	conservative
toket	asf	conservative
tolol	ddp	conservative
udik	is	inclusive
unta	ps	inclusive
wakanda	dmc	inclusive
waknat	svp	inclusive
wikwik	asm	inclusive
wowo	ddp	inclusive
