lemma	category	level
حمار	an	conservative
حمارة	an	conservative
حماره	an	conservative
حماري	an	conservative
حمير	an	conservative
حيوان	an	conservative
حيوانة	an	conservative
حيوانه	an	conservative
حيواني	an	conservative
خاين	is	conservative
خاينه	is	conservative
خايني	is	conservative
خرئ	cds	conservative
خرا	cds	conservative
خراء	cds	conservative
خراي	cds	conservative
خسيس	is	inclusive
خنازير	an	conservative
خنازيرهم	an	conservative
خنزير	an	conservative
خنزيرة	an	conservative
خنزيرتكم	an	conservative
خنزيركم	an	conservative
خنزيره	an	conservative
خول	om	conservative
خولات	om	conservative
خونة	is	conservative
داعر	pr	inclusive
دب	an	inclusive
دياثة	is	conservative
دياثه	is	conservative
ديوث	is	conservative
ديوثة	is	conservative
ديوثها	is	conservative
ديووث	is	conservative
رافضي	ps	conservative
رجعي	dmc	inclusive
رخيصة	cds	conservative
رقيع	is	inclusive
روافض	ps	conservative
زب	asm	conservative
زبالة	cds	conservative
زبالتهم	cds	conservative
زباله	cds	conservative
زبر	asm	conservative
زبك	asm	conservative
زبه	asm	conservative
زبي	asm	conservative
زق	cds	inclusive
زقي	cds	inclusive
زنجي	ps	conservative
زنديق	ps	conservative
سافل	is	conservative
سحاق	om	inclusive
سحاقي	om	inclusive
سحاقية	om	inclusive
سفهاء	ddp	inclusive
سفيه	ddp	inclusive
شاذ	om	conservative
شارب بول البعير	ps	conservative
شارب بول بعير	ps	conservative
شذوذ جنسي	om	conservative
شراميط	pr	conservative
شرشوحة	pr	conservative
شرمط	pr	conservative
شرموطة	pr	conservative
شرموطه	pr	conservative
شواذ	om	conservative
شيطان	svp	inclusive
شيميل	om	conservative
صرم	cds	conservative
صرماية	cds	conservative
صرمايتك	cds	conservative
صرمايتنا	cds	conservative
صرمايتي	cds	conservative
صرمايه	cds	conservative
صرمك	cds	conservative
صرمها	cds	conservative
صفن	asm	inclusive
طبال	dmc	inclusive
عاهر	pr	conservative
عاهرات	pr	conservative
عاهرة	pr	conservative
عاهره	pr	conservative
عبد	is	conservative
عبدة	is	conservative
عبده	is	conservative
عبدي	is	conservative
عبيد	is	conservative
عبيده	is	conservative
عبيط	ddp	inclusive
عرص	pr	inclusive
عرصات	pr	inclusive
عصبة	cds	inclusive
عصبتهم	cds	inclusive
عكروت	pr	inclusive
عكروتي	pr	inclusive
علج	ps	inclusive
عواهر	pr	conservative
عير	asm	conservative
عيري	asm	conservative
غباء	ddp	inclusive
غبي	ddp	inclusive
غبية	ddp	inclusive
غبيه	ddp	inclusive
غجر	ps	conservative
غجري	ps	conservative
فاجر	pr	inclusive
فاجرة	pr	inclusive
فلسطيزي	ps	conservative
فلسطيزيين	ps	conservative
قبوري	ps	inclusive
قحاب	pr	conservative
قحبة	pr	conservative
قحبتك	pr	conservative
قحبتي	pr	conservative
قحبه	pr	conservative
قذر	cds	conservative
قذرة	cds	conservative
قرد	ps	conservative
قردة	ps	conservative
قرود	ps	conservative
قزم	ddf	conservative
قواد	pr	conservative
قواده	pr	conservative
كافر	ps	conservative
كافرة	ps	conservative
كرخانة	pr	inclusive
كس	asf	conservative
كس أختك	asf	conservative
كس أمك	asf	conservative
كس اختك	asf	conservative
كس امك	asf	conservative
كسختك	asf	conservative
كسك	asf	conservative
كسم	asf	conservative
كسمك	asf	conservative
كسمكم	asf	conservative
كسها	asf	conservative
كسي	asf	conservative
كلاب	an	conservative
كلب	an	conservative
كلبة	an	conservative
كلبك	an	conservative
كلبه	an	conservative
كلبها	an	conservative
كلبهم	an	conservative
كلبي	an	conservative
لاط	om	conservative
لبو	an	inclusive
لبوة	an	inclusive
لبوه	an	inclusive
لحس	asm	conservative
لعنة	svp	inclusive
لواط	om	conservative
لوطي	om	conservative
مأبون	om	conservative
متناك	asm	conservative
متناكة	asm	conservative
مجوس	ps	conservative
مجوسي	ps	conservative
مخنث	om	conservative
مخنثين	om	conservative
مخنوث	om	conservative
مراء	is	inclusive
مرتزق	dmc	inclusive
مرتزقه	dmc	inclusive
مساحقة	om	inclusive
مسخرة	cds	inclusive
مص	asm	conservative
مصي	asm	conservative
مطبل	dmc	inclusive
معتوه	ddp	inclusive
معرص	pr	inclusive
مقرف	qas	inclusive
منايك	asm	conservative
منحبكجي	dmc	conservative
منيك	asm	conservative
منيوك	asm	conservative
منيوكة	asm	conservative
منيوكه	asm	conservative
مولد	ps	inclusive
مومس	pr	conservative
مومسة	pr	conservative
ميبون	om	conservative
ناصبي	ps	conservative
ناك	asm	conservative
ناكك	asm	conservative
ناكها	asm	conservative
نجس	cds	inclusive
نجسة	cds	inclusive
نصيري	ps	conservative
نغل	is	conservative
نياكة	asm	conservative
نياكه	asm	conservative
نيك	asm	conservative
نيكك	asm	conservative
نيكها	asm	conservative
هبلة	ddp	inclusive
هبلتك	ddp	inclusive
هبله	ddp	inclusive
همجي	cds	inclusive
واطي	pr	conservative
واطية	pr	conservative
وسخ	cds	conservative
وسخة	cds	conservative
وسخنا	cds	conservative
وسخه	cds	conservative
وصولي	is	inclusive
وضيع	cds	inclusive
وضيعه	cds	inclusive
ونيك	asm	conservative
ونيكك	asm	conservative
ياكلاب	an	conservative
ياكلب	an	conservative
يلحس	asm	conservative
يلعن	svp	inclusive
يلعنك	svp	inclusive
يلعنكم	svp	inclusive
ينيك	asm	conservative
ينيكك	asm	conservative
ينيكها	asm	conservative
