lemma	category	level
bouzeux	is	inclusive
bovin	an	inclusive
bovinement	an	inclusive
branle	asm	inclusive
branles	asm	inclusive
branleur	cds	inclusive
branleurs	cds	inclusive
brebis galeuse	an	inclusive
bridé	ps	conservative
bridée	ps	conservative
burne	asm	inclusive
burnes	asm	inclusive
burné	asm	inclusive
buse	an	inclusive
bâtard	cds	inclusive
bâtards	cds	inclusive
bêcheur	qas	inclusive
bêcheuse	qas	inclusive
bête comme ses pieds	ddp	inclusive
bête comme un camion	ddp	inclusive
bête comme un chou	ddp	inclusive
bête comme un cochon	ddp	inclusive
bête comme un cygne	ddp	inclusive
bête comme un âne	ddp	inclusive
bête à pleurer	ddp	inclusive
caca	svp	inclusive
cachina	asf	inclusive
cafre	ps	conservative
cageot	ddf	inclusive
cagoince	asf	inclusive
cagouince	asf	inclusive
caillera	is	inclusive
calice	svp	inclusive
calotin	svp	inclusive
calotine	svp	inclusive
calotinocratie	svp	inclusive
canaille	cds	inclusive
canaque	ps	conservative
cancer gay	om	conservative
caniche	an	inclusive
cassos	is	inclusive
cassosserie	is	inclusive
cathos	svp	inclusive
catin	pr	inclusive
chagasse	asf	inclusive
chagatte	asf	inclusive
chameau	an	inclusive
chaouch	ps	conservative
charmouta	pr	inclusive
chatte	asf	inclusive
chiabrena	asf	inclusive
chibre	asm	inclusive
chien de chrétien	an	inclusive
chien de la casse	an	inclusive
chienne	an	inclusive
chienne de chrétienne	an	inclusive
chienne de la casse	an	inclusive
chiennes	an	inclusive
chier	cds	inclusive
chimpanzé	ps	conservative
chinetoc	ps	conservative
chinetoque	ps	conservative
chinqui-chinque	ps	conservative
chintok	ps	conservative
chiotte	cds	inclusive
chiottes	cds	inclusive
chleuh	ps	conservative
choune	asf	inclusive
christo-fasciste	dmc	inclusive
ciboire	svp	inclusive
clito	asf	inclusive
clodo	is	inclusive
collabo	dmc	inclusive
collaborateur	dmc	inclusive
collaboratrice	dmc	inclusive
collabos	dmc	inclusive
colon	is	inclusive
complotiste	dmc	inclusive
con	ddp	inclusive
conasse	ddp	inclusive
conaud	ddp	inclusive
conchier	ddp	inclusive
concombre	ddp	inclusive
concours de bite	asm	inclusive
congoïde	ps	conservative
congoïdes	ps	conservative
connard	ddp	inclusive
connarde	ddp	inclusive
connards	ddp	inclusive
connasses	cds	inclusive
conne	ddp	inclusive
conneau	ddp	inclusive
connerie	ddp	inclusive
conneries	ddp	inclusive
connes	ddp	inclusive
cons	ddp	inclusive
contrecrisser	svp	inclusive
cornichon	ddp	inclusive
cotorep	ddf	conservative
couille	asm	inclusive
couille de loup	asm	inclusive
couille de mammouth	asm	inclusive
couille molle	cds	inclusive
couilles	asm	inclusive
couillon	ddp	inclusive
couillons	ddp	inclusive
cramouille	asf	inclusive
crapaud	an	inclusive
crapaude	an	inclusive
crapule	cds	inclusive
crevure	cds	inclusive
crevures	cds	inclusive
criss	svp	inclusive
crisse	svp	inclusive
crisser la paix	svp	inclusive
crisser son camp	svp	inclusive
crouillat	ps	conservative
crouille	ps	conservative
crouïa	ps	conservative
cruchon	ddp	inclusive
crétin	ddp	inclusive
crétinard	ddp	inclusive
crétine	ddp	inclusive
crétinocratie	ddp	inclusive
crétins	ddp	inclusive
cul	asm	inclusive
cul-de-jatte	ddf	conservative
cul-terreux	is	inclusive
culs	asm	inclusive
curaille	svp	inclusive
curaillon	svp	inclusive
cureton	svp	inclusive
curotin	svp	inclusive
câliboire	svp	inclusive
câlice	svp	inclusive
câlisse	svp	inclusive
câlisser	svp	inclusive
dhimmi	ps	conservative
dhimmitude	ps	conservative
dindasse	an	inclusive
dinde	an	inclusive
dindes	an	inclusive
dindonne	an	inclusive
doryphore	ps	conservative
droit-de-l'hommisme	dmc	inclusive
droit-de-l'hommiste	dmc	inclusive
droitard	dmc	inclusive
droitarde	dmc	inclusive
droitardé	dmc	inclusive
droiteuse	dmc	inclusive
droiteux	dmc	inclusive
du schnoc	ddp	inclusive
duchnoc	ddp	inclusive
duchnoque	ddp	inclusive
ducon	ddp	inclusive
ducon fini	cds	inclusive
ducon-la-joie	ddp	inclusive
duconnot	ddp	inclusive
dugland	ddp	inclusive
duschnock	ddp	inclusive
débile	ddp	inclusive
débile mental	ddp	conservative
débile mentos	ddp	inclusive
débiles	ddp	inclusive
débougnouliser	ps	conservative
décalisser	svp	inclusive
décrisser	svp	inclusive
décâlicer	svp	inclusive
décâlisser	svp	inclusive
défoncer	asm	inclusive
dégénéré	dmc	inclusive
dégénérée	dmc	inclusive
dégénérés	dmc	inclusive
démacroniser	dmc	inclusive
edgelord	dmc	inclusive
emmerdeur	cds	inclusive
emmerdeuse	cds	inclusive
en ciboire	svp	inclusive
en crisse	svp	inclusive
en câlisse	svp	inclusive
en juif	ps	conservative
en sacrament	svp	inclusive
en tabarnac	svp	inclusive
en tabarnak	svp	inclusive
encule	asm	inclusive
enculer	asm	inclusive
enculé	asm	conservative
enculés	asm	inclusive
enfant de chienne	cds	inclusive
enfant de garce	cds	inclusive
enfant de putain	cds	inclusive
enfant de pute	cds	inclusive
enfant de salaud	cds	inclusive
enfer	svp	inclusive
enflure	cds	inclusive
enflures	cds	inclusive
enfoirage	cds	inclusive
enfoiré	cds	inclusive
enfoirée	cds	inclusive
enfoirés	cds	inclusive
enjuivement	ps	conservative
enjuiver	ps	conservative
enwoké	dmc	inclusive
espingoin	ps	conservative
espingouin	ps	conservative
espingouine	ps	conservative
espingouins	ps	conservative
esti	svp	inclusive
estie	svp	inclusive
eurabia	ps	conservative
eurabie	ps	conservative
face de bœuf	ddf	inclusive
face de craie	ddf	inclusive
face de rat	ddf	inclusive
fachiste	dmc	inclusive
facho	dmc	inclusive
fachos	dmc	inclusive
fachotte	dmc	inclusive
faquin	cds	inclusive
fasciste	dmc	inclusive
fascistes	dmc	inclusive
fatma	ps	conservative
faux cul	cds	inclusive
faux derche	cds	inclusive
faux frère	cds	inclusive
faux jeton	cds	inclusive
faux-cul	cds	inclusive
faux-derche	cds	inclusive
faux-frère	cds	inclusive
faux-jeton	cds	inclusive
fdp	asm	inclusive
fdps	ps	conservative
feignasse	cds	inclusive
feignasses	cds	inclusive
fell	ps	conservative
fellouze	ps	conservative
femme au volant, mort au tournant	qas	inclusive
femme objet	qas	inclusive
femme publique	pr	inclusive
femme trans-identifiée	om	conservative
femme transmasculine	om	conservative
femme-objet	qas	inclusive
fente	asf	inclusive
ferme ta gueule	cds	inclusive
fermer sa gueule	cds	inclusive
fermez vos gueules	cds	inclusive
feuj	ps	conservative
fif	om	conservative
fifi	om	conservative
fille de pute	cds	inclusive
fils de bâtard	cds	inclusive
fils de catin	cds	inclusive
fils de chien	cds	inclusive
fils de chienne	cds	inclusive
fils de garce	cds	inclusive
fils de putain	cds	inclusive
fils de pute	cds	inclusive
fils de pétain	dmc	inclusive
fils-de-puterie	asm	inclusive
filsdeputerie	asm	inclusive
fion	asm	inclusive
fiotte	om	conservative
fiottes	om	conservative
flic	pa	inclusive
flicaille	pa	inclusive
flicailler	pa	inclusive
flicaillon	pa	inclusive
folle chiffon	qas	inclusive
forlaque	pr	inclusive
foufoune	asf	inclusive
foufounette	asf	inclusive
foune	asf	inclusive
foutre	cds	inclusive
foutres	asm	inclusive
foutu	cds	inclusive
foutue	cds	inclusive
foutues	cds	inclusive
foutus	cds	inclusive
franchimand	ps	conservative
franchimandéger	ps	conservative
francimand	ps	conservative
francimanda	ps	conservative
francimandéjer	ps	conservative
fransquillon	ps	conservative
fridolin	ps	conservative
fripouille	cds	inclusive
fritz	ps	conservative
fuck	cds	inclusive
fucking	cds	inclusive
fumier	cds	inclusive
féminazi	dmc	inclusive
féminazie	dmc	inclusive
féminazis	dmc	inclusive
féminazisme	dmc	inclusive
ganais	ddp	inclusive
garage à bite	asm	inclusive
garage à bites	asm	inclusive
garde-chiourme	pa	inclusive
gauchiasse	dmc	inclusive
gauchiasses	dmc	inclusive
gauchisant	dmc	inclusive
gauchiste	dmc	inclusive
gauchistes	dmc	inclusive
gaucho	dmc	inclusive
gauchofachiste	dmc	inclusive
gauchofasciste	dmc	inclusive
gauchos	dmc	inclusive
gaupe	pr	inclusive
gayrope	om	conservative
gaystapo	om	conservative
gestapette	om	conservative
giaour	ps	conservative
gland	asm	inclusive
glandeur	cds	inclusive
glandeuse	cds	inclusive
glandu	cds	inclusive
glandue	cds	inclusive
glandus	cds	inclusive
gnome de zurich	ps	conservative
goddam	ps	conservative
goddon	ps	conservative
godon	ps	conservative
gogol	ddp	conservative
gogol88	ddp	conservative
gogole	ddp	conservative
gogolerie	ddp	conservative
gogolito	ddp	conservative
gook	ps	conservative
gouinasse	om	conservative
gouine	om	conservative
gouinerie	om	conservative
gouinette	om	conservative
goujat	cds	inclusive
goujate	cds	inclusive
gourdasse	pr	inclusive
gourgandine	pr	inclusive
goyau	pr	inclusive
grande folle	om	conservative
grande gueule	cds	inclusive
gredin	cds	inclusive
gringa	ps	inclusive
gringo	ps	inclusive
grognasse	pr	inclusive
gros cul	asm	inclusive
gros-cul	asm	inclusive
guenon	an	inclusive
gueuse	is	inclusive
gueuserie	is	inclusive
gueux	is	inclusive
guidoune	pr	inclusive
guignol	cds	inclusive
guignols	cds	inclusive
gwaï-lo	ps	conservative
gweilo	ps	conservative
gwer	ps	inclusive
habitant	is	inclusive
habitante	is	inclusive
habitantes	is	inclusive
habitants	is	inclusive
halouf	ps	conservative
handic	ddf	conservative
handicapé mental	ddp	conservative
harki	is	inclusive
harpie	qas	inclusive
has been	cds	inclusive
has-been	cds	inclusive
homintern	om	conservative
homme soja	dmc	inclusive
homme trans-identifié	om	conservative
homme transidentifié	om	conservative
homopropagande	om	conservative
homosexualisme	om	conservative
hongre	an	inclusive
hypocrite	cds	inclusive
hypocrites	cds	inclusive
idiot	ddp	inclusive
idiot de	ddp	inclusive
idiot utile	ddp	inclusive
idiote	ddp	inclusive
idiote utile	ddp	inclusive
idiots	ddp	inclusive
ignare	cds	inclusive
ignares	cds	inclusive
imbécile	ddp	inclusive
imbécile heureux	ddp	inclusive
imbéciles	ddp	inclusive
incompétent	cds	inclusive
incompétente	cds	inclusive
indic	re	inclusive
indic'	re	inclusive
islamo-gauchisme	dmc	inclusive
islamo-gauchiste	dmc	inclusive
islamo-racaille	ps	conservative
islamogauchiste	dmc	inclusive
islamoracaille	ps	conservative
ivan	ps	conservative
ivrogne	cds	inclusive
jap	ps	conservative
japonègre	ps	conservative
jaunet	ps	conservative
journalope	pr	inclusive
journalopes	dmc	inclusive
journapute	pr	inclusive
judapo	ps	conservative
judéo-bellicisme	ps	conservative
judéo-belliciste	ps	conservative
judéo-bolchevisme	ps	conservative
judéo-bolchévisme	ps	conservative
judéo-maçonnique	ps	conservative
judéobellicisme	ps	conservative
judéobelliciste	ps	conservative
judéocrature	ps	conservative
judéoservile	ps	conservative
juiver	ps	conservative
juiverie	ps	conservative
kaffir	ps	conservative
kapo	dmc	inclusive
karen	dmc	inclusive
katsap	ps	conservative
khokhol	ps	conservative
kraut	ps	conservative
krouia	ps	conservative
kroumir	ps	conservative
kung flu	ps	conservative
kébabisation	ps	conservative
la boucler	cds	inclusive
la fermer	cds	inclusive
laideron	cds	inclusive
laideronne	cds	inclusive
laiderons	cds	inclusive
lascar	is	inclusive
laïcard	dmc	inclusive
laïcarde	dmc	inclusive
laïcardise	dmc	inclusive
lgbtiste	om	conservative
lgbtqazerty	om	conservative
lopard	om	conservative
lope	om	conservative
lopette	om	conservative
lorpidon	pr	inclusive
loser	cds	inclusive
loufiat	pa	inclusive
loup-cervier	an	inclusive
lourpidon	pr	inclusive
lâche	cds	inclusive
lâches	cds	inclusive
légume	ddp	conservative
macho	qas	inclusive
macronade	dmc	inclusive
mafia lavande	om	conservative
makoumé	om	conservative
malade mental	ddp	inclusive
malandrin	cds	inclusive
manger en juif	ps	conservative
mangeur de choucroute	ps	conservative
mangeur de rosbeef	ps	conservative
marde	svp	inclusive
maton	pa	inclusive
matonne	pa	inclusive
melon	ps	conservative
menteuse	cds	inclusive
merde	svp	inclusive
merdes	svp	inclusive
merdeux	cds	inclusive
michetonner	pr	inclusive
michetonneuse	pr	inclusive
michto	pr	inclusive
minable	cds	inclusive
minables	cds	inclusive
minou	asf	inclusive
minus	ddp	inclusive
misérable	cds	inclusive
moche	cds	inclusive
moches	cds	inclusive
mongol	ddp	conservative
mongol à batteries	ddp	conservative
mongole	ddp	conservative
mongolien	ddp	conservative
mongolienne	ddp	inclusive
mongoliser	ddp	conservative
moricaud	ps	conservative
moricaude	ps	conservative
morue	pr	inclusive
mouchard	re	inclusive
moukère	ps	conservative
moule	asf	inclusive
moule-bite	asf	inclusive
moumoune	om	conservative
mouquère	ps	conservative
mouton noir	an	inclusive
mécréant	svp	inclusive
mécréants	svp	inclusive
mégère	qas	inclusive
mégères	ddf	inclusive
nabot	ddf	conservative
nabote	ddf	conservative
nabotte	ddf	conservative
naze	ddp	inclusive
nazes	cds	inclusive
nazi	dmc	inclusive
nazie	ps	conservative
nazillon	dmc	inclusive
nazillonne	dmc	inclusive
nazillons	dmc	inclusive
nazis	dmc	inclusive
nazislamisme	ps	conservative
nazislamiste	ps	conservative
negro	ps	conservative
newfie	rci	inclusive
nez-de-bœuf	ddf	inclusive
nhaqué	ps	conservative
niac	ps	conservative
niafou	ps	conservative
niak	ps	conservative
niakoué	ps	conservative
niaqué	ps	conservative
nigaud	ddp	inclusive
nikoumouk	ps	conservative
nique ta race	cds	inclusive
noirillon	ps	conservative
noix de coco	ps	conservative
nom de dieu de	svp	inclusive
non-souchien	ps	conservative
nul	ddp	inclusive
nul de chez nul	ddp	inclusive
nul à chier	ddp	inclusive
nulach	ddp	inclusive
nulach'	ddp	inclusive
nulle	ddp	inclusive
nullissime	ddp	inclusive
nullité	ddp	inclusive
nuls	ddp	inclusive
nèg	ps	conservative
nègre	ps	conservative
nègre de rebut	ps	conservative
nègres	ps	conservative
négraille	ps	conservative
négresse	ps	conservative
négresse de maison	ps	conservative
négrillon	ps	conservative
négrillonne	ps	conservative
négrite	ps	conservative
négro	ps	conservative
négropolitain	ps	conservative
négropolitaine	ps	conservative
négros	ps	conservative
négroïde	ps	conservative
néo chatte	asf	inclusive
néo-chatte	asf	inclusive
oie	an	inclusive
oqtf	ps	conservative
ordure	cds	inclusive
ordures	cds	inclusive
osti	svp	inclusive
ostie	svp	inclusive
pallywood	ps	conservative
papalin	svp	inclusive
papaline	svp	inclusive
papisme	svp	inclusive
papiste	svp	inclusive
parasite	dmc	inclusive
parasites	dmc	inclusive
parigot	ps	inclusive
parigote	ps	inclusive
parigots	ps	inclusive
parler nègre	ps	conservative
pas d'allure	is	inclusive
pauv' con	ddp	inclusive
pd	om	conservative
pds	ps	conservative
peau de couille	asm	inclusive
peau de zob	asm	inclusive
pecque	is	inclusive
peigne-cul	asm	inclusive
peigne-zizi	asm	inclusive
petit blanc	ps	inclusive
petit crisse	cds	inclusive
petit merdeux	cds	inclusive
petit nègre	ps	conservative
petit-nègre	ps	conservative
petite bite	cds	inclusive
petite merde	cds	inclusive
pied-bot	ddf	conservative
pignouf	is	inclusive
pignoufe	is	inclusive
pigs	ps	conservative
pine	asm	inclusive
pisse	svp	inclusive
pithécanthrope	ps	conservative
pitoune	qas	inclusive
pitre	cds	inclusive
planche à repasser	ddf	conservative
pleutre	cds	inclusive
plote	pr	inclusive
plotte	asf	inclusive
plotte à cash	pr	inclusive
plouc	is	inclusive
ploucasse	is	inclusive
pochard	cds	inclusive
pocharde	cds	inclusive
pochetron	cds	inclusive
pochetronne	cds	inclusive
pochtron	cds	inclusive
pochtronne	cds	inclusive
pogne-cul	asm	inclusive
poivrot	cds	inclusive
polack	ps	conservative
polak	ps	conservative
polaque	ps	conservative
pollack	ps	conservative
poltron	cds	inclusive
poltronne	cds	inclusive
popaul	asm	inclusive
popol	asm	inclusive
porc	an	inclusive
porcas	an	inclusive
porcasse	an	inclusive
porcin	an	inclusive
porcs	an	inclusive
portos	ps	conservative
pot de merde	cds	inclusive
poucave	re	inclusive
pouf	qas	inclusive
pouffe	pr	inclusive
pouffiasse	pr	inclusive
poufiasse	pr	inclusive
poulaille	pa	inclusive
poule mouillée	cds	inclusive
poulet	pa	inclusive
pourri	cds	inclusive
pourrie	cds	inclusive
pourries	cds	inclusive
pourris	cds	inclusive
pourriture	cds	inclusive
pourritures	cds	inclusive
poutinesque	dmc	inclusive
poutino-pétainiste	dmc	inclusive
poutinolâtre	dmc	inclusive
poutinolâtrie	dmc	inclusive
prolo	is	inclusive
prolos	is	inclusive
propagande lgbt	om	conservative
prostipute	pr	inclusive
prétentiard	qas	inclusive
pseudo-féministe	dmc	inclusive
pseudo-gauche	dmc	inclusive
punaise de sacristie	svp	inclusive
putain	pr	inclusive
putain de	svp	inclusive
putains	pr	inclusive
putasse	pr	inclusive
putasses	pr	inclusive
pute	pr	conservative
pute borgne	pr	inclusive
pute de luxe	pr	inclusive
puterie	pr	inclusive
putes	pr	inclusive
pécrasse	is	inclusive
pédale	om	conservative
pédales	om	conservative
pédoque	om	conservative
pédoule	om	conservative
pédé	om	conservative
pédé comme un grec	om	conservative
pédé comme un phoque	om	conservative
pédés	ps	conservative
péquenaud	is	inclusive
péquenaude	is	inclusive
péquenot	is	inclusive
péquenote	is	inclusive
quarteron	ps	conservative
queue	asm	inclusive
queues	asm	inclusive
quisling	dmc	inclusive
quéquette	asm	inclusive
racaille	is	inclusive
racailles	is	inclusive
raclure	asm	inclusive
raclure de bidet	asm	inclusive
raclures	cds	inclusive
radasse	pr	inclusive
ratichon	svp	inclusive
raton	ps	conservative
ratonnade	ps	conservative
ricain	ps	inclusive
ricaine	ps	inclusive
ricaines	ps	inclusive
ricains	ps	inclusive
rital	ps	conservative
ritale	ps	conservative
roi des cons	cds	inclusive
roi nègre	ps	conservative
romanichel	ps	conservative
rombière	ddf	inclusive
rombières	ddf	inclusive
rondelle	asm	inclusive
rosbif	ps	conservative
rosbifs	ps	inclusive
roubignole	asm	inclusive
roulure	pr	inclusive
roumi	ps	conservative
roupette	asm	inclusive
rouquasse	ddf	inclusive
ruskoff	ps	conservative
ruskov	ps	conservative
russkoff	ps	conservative
ruzze	ps	conservative
ruzzie	ps	conservative
sac à foutre	asm	inclusive
sac à merde	asm	inclusive
sacrament	svp	inclusive
sacrer	svp	inclusive
sacrer son camp	svp	inclusive
sagouin	an	inclusive
sagouin de merde	cds	inclusive
sagouine	an	inclusive
saint-chrême	svp	inclusive
saint-ciboire	svp	inclusive
saint-crême	svp	inclusive
saint-sacrament	svp	inclusive
saint-simonaque	svp	inclusive
salaud	cds	inclusive
salaude	cds	inclusive
salauds	cds	inclusive
salaupard	cds	inclusive
sale con	cds	inclusive
sale gueule	cds	inclusive
saligaud	cds	inclusive
saligaude	cds	inclusive
salop	cds	inclusive
salopard	cds	inclusive
salopards	cds	inclusive
salope	an	conservative
saloperie	cds	inclusive
salopes	cds	inclusive
sans allure	is	inclusive
sans-couilles	cds	inclusive
sans-dents	is	inclusive
sans-dessein	is	inclusive
sans-génie	is	inclusive
schleu	ps	conservative
schleue	ps	conservative
schnek	asf	inclusive
schnock	ddp	inclusive
schnoque	ddp	inclusive
schwob	ps	conservative
se contrecrisser	svp	inclusive
segpa	ddp	conservative
sexe faible	qas	inclusive
sguègue	asm	inclusive
shemale	om	conservative
sidatorium	om	conservative
sidaïque	om	conservative
singe	ps	conservative
singes	ps	conservative
sionard	ps	conservative
sjw	dmc	inclusive
snob	qas	inclusive
snobinard	qas	inclusive
snobinarde	qas	inclusive
social-traître	dmc	inclusive
sociale-traître	dmc	inclusive
soiffard	cds	inclusive
soiffarde	cds	inclusive
sorcière	qas	inclusive
sorcières	ddf	inclusive
souchien	dmc	inclusive
souchienne	dmc	inclusive
soulard	cds	inclusive
soularde	cds	inclusive
sous-race	ps	conservative
stool	re	inclusive
stupide	cds	inclusive
stupides	ddp	inclusive
succube	qas	inclusive
suce	asm	inclusive
sucer	asm	inclusive
suces	pr	inclusive
sycophante	cds	inclusive
ta gueule	cds	inclusive
ta race	cds	inclusive
tabarnac	svp	inclusive
tabarnak	svp	inclusive
tabarnaquer	svp	inclusive
tabernacle	svp	inclusive
taboune	om	conservative
tache	cds	inclusive
taches	cds	inclusive
tafiole	om	conservative
tafiotte	om	conservative
taire sa gueule	cds	inclusive
tankie	dmc	inclusive
tantouserie	om	conservative
tantouze	om	conservative
tapette	om	conservative
tapettes	om	conservative
tapettitude	om	conservative
tapiole	om	conservative
tarlouze	om	conservative
tas de merde	cds	inclusive
tchoin	pr	inclusive
teub	asm	inclusive
teube	asm	inclusive
teubé	asm	inclusive
teuch	asm	inclusive
teucha	asm	inclusive
teuton	ps	conservative
teutonne	ps	conservative
thon	an	inclusive
thug	is	inclusive
thénardier	cds	inclusive
tignasse	ddf	inclusive
tocard	cds	inclusive
tocards	cds	inclusive
torche-cul	asm	inclusive
torchecul	asm	inclusive
trav	om	inclusive
travail d'arabe	ps	conservative
travailler comme un nègre	ps	conservative
travelo	om	conservative
travelos	om	conservative
traînée	pr	inclusive
triple andouille	ddp	inclusive
triple buse	an	inclusive
triple bête	ddp	inclusive
triso	ddp	conservative
trisomique	ddp	conservative
troon	om	conservative
trou de balle	asm	inclusive
trou de chiotte	cds	inclusive
trou du cul	asm	inclusive
trou du cul du monde	asm	inclusive
trou à bites	asm	inclusive
trou à merde	cds	inclusive
trouduc	asm	inclusive
trouducune	asm	inclusive
trous à bites	asm	inclusive
truiasse	an	inclusive
truie	an	inclusive
trumpisation	dmc	inclusive
trumpiser	dmc	inclusive
truyasse	an	inclusive
tête de cochon	cds	inclusive
tête de con	cds	inclusive
tête de gland	asm	inclusive
tête de linotte	cds	inclusive
tête de mort	cds	inclusive
tête de mule	cds	inclusive
tête de nègre	ps	conservative
tête de nœud	asm	inclusive
tête de veau	cds	inclusive
ukrojaz	ps	conservative
ukronazi	ps	conservative
ukronazie	ps	conservative
ultracon	ddp	inclusive
untermensch	ps	conservative
va te faire enculer	cds	inclusive
va te faire foutre	cds	inclusive
vache	an	inclusive
vatnik	dmc	inclusive
vaurien	cds	inclusive
vaurienne	cds	inclusive
veau	an	inclusive
veaux	an	inclusive
vendu	cds	inclusive
vendus	cds	inclusive
viarge	svp	inclusive
vichyard	dmc	inclusive
victimisme	dmc	inclusive
vieille barbe	ddf	inclusive
vieille chouette	ddf	inclusive
vieille conne	cds	inclusive
vieille peau	ddf	inclusive
vier	asm	inclusive
vieux con	cds	inclusive
vieux crabe	ddf	inclusive
vieux croûton	ddf	inclusive
vieux tableau	ddf	inclusive
vipère lubrique	qas	inclusive
virago	qas	inclusive
viédase	asm	inclusive
vos gueules	cds	inclusive
voyou	cds	inclusive
woke	dmc	inclusive
wokelangue	dmc	inclusive
wokipedia	dmc	inclusive
wokipédia	dmc	inclusive
wokisation	dmc	inclusive
wokiser	dmc	inclusive
wokisme	dmc	inclusive
wokistan	dmc	inclusive
wokiste	dmc	inclusive
y'a bon	ps	conservative
youp	ps	conservative
youpin	ps	conservative
youpine	ps	conservative
youpinerie	ps	conservative
youpinisation	ps	conservative
youpiniser	ps	conservative
youtre	ps	conservative
youtron	ps	conservative
zboob	asm	inclusive
zboube	asm	inclusive
zemel	om	conservative
zemmouristan	dmc	inclusive
zguègue	asm	inclusive
zizi	asm	inclusive
zober	asm	inclusive
zobé	asm	inclusive
zonard	is	inclusive
zonarde	is	inclusive
éco-fasciste	dmc	inclusive
écofasciste	dmc	inclusive
être pédé comme un foc	om	conservative
être pédé comme un phoque	om	conservative
